CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportTickets,LastLoginDays,FeatureUsageCount,CompanySize,Industry,Churn
5255-XXXXX,Female,0,No,No,62,64.8,4017.6,Month-to-month,Electronic check,No,No,No phone service,No,Yes,No,No,Yes,No,No,1,21,8,Small (10-50),Real Estate,No
5256-XXXXX,Female,0,Yes,No,65,37.69,2449.85,Month-to-month,Electronic check,No,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,1,5,7,Medium (51-250),Healthcare,Yes
5257-XXXXX,Male,0,No,No,58,107.86,6255.88,One year,Mailed check,No,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,0,11,8,Small (10-50),Consulting,No
5258-XXXXX,Male,0,No,No,67,61.56,4124.52,Two year,Mailed check,Yes,Yes,No phone service,No,No internet service,Yes,No,No,No,No,3,14,6,Micro (<10),Media,No
5259-XXXXX,Male,1,Yes,No,56,53.63,3003.28,Month-to-month,Mailed check,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,0,0,6,Micro (<10),Media,No
5260-XXXXX,Female,0,No,No,64,72.92,4666.88,Month-to-month,Bank transfer (automatic),No,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,4,17,4,Medium (51-250),Education,Yes
5261-XXXXX,Female,0,Yes,No,8,81.42,651.36,Two year,Electronic check,Yes,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,3,0,7,Micro (<10),Other,No
5262-XXXXX,Male,0,No,No,31,26.49,821.19,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,0,9,5,Small (10-50),Technology,Yes
5263-XXXXX,Female,0,No,No,34,92.75,3153.5,Month-to-month,Mailed check,No,Yes,No phone service,DSL,No,No,No,Yes,No internet service,Yes,1,7,5,Small (10-50),Real Estate,Yes
5264-XXXXX,Male,0,Yes,No,66,32.08,2117.28,Two year,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,1,4,7,Micro (<10),Technology,No
5265-XXXXX,Male,0,Yes,No,35,57.12,1999.2,One year,Mailed check,Yes,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,1,3,8,Small (10-50),Healthcare,No
5266-XXXXX,Male,0,No,No,32,54.12,1731.84,Month-to-month,Bank transfer (automatic),No,No,No phone service,No,Yes,No,No internet service,No,No,No internet service,0,11,7,Micro (<10),Education,No
5267-XXXXX,Female,1,Yes,No,57,75.45,4300.65,Two year,Credit card (automatic),No,Yes,No,No,No,No,Yes,No internet service,No,Yes,1,4,5,Small (10-50),Other,No
5268-XXXXX,Female,0,No,No,47,87.54,4114.38,One year,Electronic check,No,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,1,0,6,Micro (<10),Healthcare,No
5269-XXXXX,Male,0,Yes,No,42,98.73,4146.66,Month-to-month,Mailed check,No,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,1,5,5,Medium (51-250),Media,No
5270-XXXXX,Female,0,Yes,No,66,71.23,4701.18,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,1,7,4,Medium (51-250),Finance,No
5271-XXXXX,Female,0,Yes,No,59,33.87,1998.33,Two year,Credit card (automatic),Yes,No,No phone service,DSL,No,No,No,No internet service,Yes,No,0,6,6,Small (10-50),Other,No
5272-XXXXX,Female,0,No,No,51,88.19,4497.69,One year,Bank transfer (automatic),Yes,Yes,No,No,No,No internet service,No,No internet service,No internet service,No,1,9,7,Medium (51-250),Other,Yes
5273-XXXXX,Female,1,No,No,69,66.37,4579.53,One year,Electronic check,No,Yes,No,DSL,No,No,No,No internet service,Yes,No,2,0,9,Small (10-50),Finance,No
5274-XXXXX,Male,0,No,No,3,77.44,232.32,Month-to-month,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,1,4,7,Micro (<10),Technology,Yes
5275-XXXXX,Female,0,No,No,40,62.84,2513.6,Month-to-month,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,5,2,7,Medium (51-250),Technology,Yes
5276-XXXXX,Female,1,No,No,2,60.09,120.18,One year,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,0,9,5,Medium (51-250),Manufacturing,No
5277-XXXXX,Female,0,Yes,No,57,88.74,5058.18,Month-to-month,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No,No,No,No,No,2,10,4,Large (251-1000),Healthcare,No
5278-XXXXX,Male,0,Yes,No,9,70.92,638.28,Two year,Mailed check,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,2,17,6,Micro (<10),Retail,No
5279-XXXXX,Female,0,No,No,40,105.46,4218.4,Month-to-month,Electronic check,No,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,Yes,1,0,4,Micro (<10),Media,Yes
5280-XXXXX,Female,0,Yes,No,57,92.97,5299.29,Month-to-month,Electronic check,Yes,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,0,3,8,Medium (51-250),Other,No
5281-XXXXX,Male,0,No,No,45,66.12,2975.4,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,1,7,6,Small (10-50),Finance,No
5282-XXXXX,Female,0,No,Yes,4,39.78,159.12,Two year,Electronic check,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,1,4,7,Medium (51-250),Media,No
5283-XXXXX,Male,0,No,No,34,20.02,680.68,Month-to-month,Electronic check,No,No,No phone service,No,No,Yes,No,No,No,No,2,18,7,Micro (<10),Healthcare,No
5284-XXXXX,Male,0,No,No,56,38.89,2177.84,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,No,No,No,No,No internet service,No,No,0,1,7,Medium (51-250),Finance,Yes
5285-XXXXX,Male,0,No,No,70,46.52,3256.4,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,24,5,Micro (<10),Real Estate,Yes
5286-XXXXX,Female,0,No,No,65,30.12,1957.8,One year,Electronic check,No,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,0,22,10,Small (10-50),Consulting,Yes
5287-XXXXX,Female,0,No,No,59,85.49,5043.91,Two year,Credit card (automatic),No,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,0,7,Small (10-50),Finance,No
5288-XXXXX,Male,0,Yes,Yes,22,51.02,1122.44,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,0,24,8,Small (10-50),Education,Yes
5289-XXXXX,Female,0,No,No,54,21.29,1149.66,Month-to-month,Electronic check,Yes,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,0,6,8,Medium (51-250),Technology,No
5290-XXXXX,Male,0,Yes,Yes,12,62.16,745.92,Two year,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,1,2,10,Medium (51-250),Technology,No
5291-XXXXX,Male,0,No,Yes,24,97.07,2329.68,Month-to-month,Electronic check,Yes,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No internet service,3,6,6,Small (10-50),Real Estate,No
5292-XXXXX,Female,0,No,No,20,52.39,1047.8,One year,Bank transfer (automatic),Yes,Yes,Yes,No,No,No,Yes,No,No,No internet service,1,5,9,Medium (51-250),Manufacturing,No
5293-XXXXX,Female,0,No,No,35,108.93,3812.55,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,1,6,9,Medium (51-250),Finance,No
5294-XXXXX,Female,0,Yes,Yes,63,103.96,6549.48,Two year,Electronic check,Yes,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,0,8,7,Large (251-1000),Education,No
5295-XXXXX,Female,0,No,No,62,107.63,6673.06,Two year,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,1,9,8,Small (10-50),Technology,No
5296-XXXXX,Female,0,Yes,No,65,85.36,5548.4,Month-to-month,Bank transfer (automatic),Yes,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,1,1,6,Medium (51-250),Education,No
5297-XXXXX,Male,0,No,No,68,99.31,6753.08,Month-to-month,Credit card (automatic),Yes,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,1,0,6,Enterprise (1000+),Consulting,No
5298-XXXXX,Male,1,Yes,No,2,57.34,114.68,Month-to-month,Bank transfer (automatic),Yes,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No,1,18,6,Small (10-50),Real Estate,Yes
5299-XXXXX,Male,0,No,No,72,87.92,6330.24,Month-to-month,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,4,13,4,Small (10-50),Technology,No
5300-XXXXX,Female,1,No,No,64,40.75,2608.0,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,0,5,5,Medium (51-250),Education,No
5301-XXXXX,Female,0,Yes,No,53,38.82,2057.46,Month-to-month,Electronic check,Yes,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No,2,0,6,Enterprise (1000+),Manufacturing,No
5302-XXXXX,Female,0,Yes,No,5,113.08,565.4,One year,Electronic check,No,Yes,Yes,DSL,No,No internet service,No,No internet service,No,Yes,0,8,4,Small (10-50),Retail,No
5303-XXXXX,Male,0,Yes,No,53,73.41,3890.73,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No,No,No,No,No,No,1,10,8,Large (251-1000),Healthcare,No
5304-XXXXX,Male,0,Yes,No,49,25.45,1247.05,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,0,13,7,Small (10-50),Consulting,No
5305-XXXXX,Female,1,Yes,No,6,38.08,228.48,Two year,Bank transfer (automatic),Yes,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,0,8,7,Small (10-50),Retail,No
5306-XXXXX,Female,0,Yes,No,14,64.61,904.54,Month-to-month,Electronic check,Yes,Yes,No,No,No,No,No internet service,No,No,Yes,3,1,8,Enterprise (1000+),Manufacturing,No
5307-XXXXX,Male,1,Yes,Yes,54,103.26,5576.04,Two year,Electronic check,Yes,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,0,13,5,Small (10-50),Consulting,No
5308-XXXXX,Male,0,Yes,No,12,108.29,1299.48,One year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,1,6,8,Medium (51-250),Real Estate,No
5309-XXXXX,Male,0,No,No,25,29.65,741.25,Month-to-month,Mailed check,No,Yes,No,No,No,Yes,Yes,No,No,No,0,8,7,Small (10-50),Media,No
5310-XXXXX,Male,0,Yes,Yes,44,24.48,1077.12,One year,Bank transfer (automatic),No,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,3,12,6,Small (10-50),Real Estate,No
5311-XXXXX,Male,0,Yes,Yes,63,30.48,1920.24,Two year,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,11,8,Micro (<10),Consulting,No
5312-XXXXX,Male,0,No,No,20,85.73,1714.6,Two year,Bank transfer (automatic),Yes,Yes,No,No,No,No,No,No internet service,No internet service,No,0,2,8,Medium (51-250),Media,No
5313-XXXXX,Female,1,Yes,No,0,71.8,0.0,Month-to-month,Electronic check,No,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,2,0,7,Enterprise (1000+),Retail,No
5314-XXXXX,Male,0,No,Yes,62,92.41,5729.42,Month-to-month,Bank transfer (automatic),Yes,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,1,0,4,Micro (<10),Media,No
5315-XXXXX,Male,1,No,No,68,77.88,5295.84,Month-to-month,Bank transfer (automatic),No,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,0,1,11,Medium (51-250),Manufacturing,No
5316-XXXXX,Male,1,No,Yes,62,27.89,1729.18,Month-to-month,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,0,6,9,Micro (<10),Other,Yes
5317-XXXXX,Female,0,No,No,35,44.14,1544.9,Month-to-month,Electronic check,No,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,0,1,4,Large (251-1000),Technology,No
5318-XXXXX,Male,0,No,No,52,51.57,2681.64,Two year,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,1,1,7,Small (10-50),Other,No
5319-XXXXX,Male,0,No,No,9,89.37,804.33,One year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0,6,4,Small (10-50),Technology,No
5320-XXXXX,Male,0,No,No,46,78.23,3598.58,One year,Mailed check,No,Yes,No,DSL,No internet service,No,No,No,No,No,1,4,7,Micro (<10),Consulting,Yes
5321-XXXXX,Female,1,Yes,No,43,113.41,4876.63,Month-to-month,Electronic check,Yes,Yes,No,DSL,No,Yes,No,No,No internet service,No,3,2,7,Small (10-50),Other,No
5322-XXXXX,Female,1,No,No,46,32.88,1512.48,Month-to-month,Electronic check,No,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,0,5,6,Large (251-1000),Other,No
5323-XXXXX,Male,1,No,Yes,50,112.58,5629.0,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,0,2,11,Small (10-50),Media,Yes
5324-XXXXX,Male,0,No,Yes,64,40.38,2584.32,One year,Electronic check,No,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,1,10,7,Micro (<10),Education,No
5325-XXXXX,Male,0,Yes,No,56,52.77,2955.12,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,2,3,9,Enterprise (1000+),Technology,No
5326-XXXXX,Female,0,Yes,Yes,2,21.73,43.46,Month-to-month,Mailed check,Yes,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,0,1,10,Small (10-50),Finance,Yes
5327-XXXXX,Female,1,No,No,51,48.05,2450.55,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,1,15,9,Medium (51-250),Healthcare,No
5328-XXXXX,Male,0,Yes,No,53,38.32,2030.96,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,0,14,7,Small (10-50),Healthcare,No
5329-XXXXX,Male,0,No,Yes,40,40.08,1603.2,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,1,8,5,Micro (<10),Consulting,No
5330-XXXXX,Female,0,Yes,No,45,75.76,3409.2,Month-to-month,Mailed check,Yes,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,1,0,7,Small (10-50),Technology,Yes
5331-XXXXX,Female,0,Yes,No,5,96.72,483.6,Two year,Electronic check,No,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,1,14,6,Medium (51-250),Education,No
5332-XXXXX,Male,0,Yes,No,19,93.12,1769.28,One year,Mailed check,No,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,1,1,5,Large (251-1000),Retail,Yes
5333-XXXXX,Male,0,No,Yes,62,101.58,6297.96,Two year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,0,11,7,Medium (51-250),Finance,No
5334-XXXXX,Male,1,No,No,0,91.75,0.0,Two year,Credit card (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1,9,6,Small (10-50),Technology,No
5335-XXXXX,Female,0,No,No,71,116.39,8263.69,One year,Electronic check,Yes,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,4,2,6,Large (251-1000),Finance,No
5336-XXXXX,Female,0,No,No,16,20.11,321.76,Month-to-month,Electronic check,No,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,2,24,9,Micro (<10),Media,Yes
5337-XXXXX,Female,0,No,No,56,117.53,6581.68,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0,4,3,Small (10-50),Consulting,No
5338-XXXXX,Female,0,No,No,16,59.44,951.04,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No,No,No,Yes,No,1,8,7,Large (251-1000),Finance,Yes
5339-XXXXX,Male,0,Yes,Yes,2,66.27,132.54,Two year,Mailed check,No,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,2,7,10,Enterprise (1000+),Technology,No
5340-XXXXX,Male,0,No,No,44,76.27,3355.88,Two year,Credit card (automatic),No,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,1,1,7,Enterprise (1000+),Other,No
5341-XXXXX,Male,0,No,Yes,55,19.11,1051.05,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,0,14,9,Small (10-50),Real Estate,No
5342-XXXXX,Female,0,Yes,No,6,36.51,219.06,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Yes,1,4,5,Medium (51-250),Real Estate,No
5343-XXXXX,Female,0,No,Yes,19,63.07,1198.33,Month-to-month,Credit card (automatic),No,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,Yes,0,9,8,Medium (51-250),Education,No
5344-XXXXX,Male,0,Yes,No,22,95.59,2102.98,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,0,1,6,Micro (<10),Education,No
5345-XXXXX,Male,0,No,No,70,105.69,7398.3,Month-to-month,Mailed check,Yes,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,3,4,8,Micro (<10),Education,Yes
5346-XXXXX,Female,0,No,No,22,33.1,728.2,Two year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,0,7,8,Enterprise (1000+),Real Estate,No
5347-XXXXX,Female,0,Yes,No,4,44.68,178.72,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,0,4,4,Small (10-50),Manufacturing,Yes
5348-XXXXX,Female,0,No,No,71,79.29,5629.59,Two year,Credit card (automatic),No,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,4,5,5,Small (10-50),Retail,No
5349-XXXXX,Male,0,No,No,6,54.53,327.18,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,3,11,9,Large (251-1000),Healthcare,No
5350-XXXXX,Female,0,No,No,35,48.19,1686.65,Month-to-month,Mailed check,Yes,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,1,2,7,Medium (51-250),Finance,No
5351-XXXXX,Female,0,No,No,13,56.77,738.01,Month-to-month,Bank transfer (automatic),No,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,1,16,7,Large (251-1000),Manufacturing,No
5352-XXXXX,Female,0,Yes,No,18,88.76,1597.68,Month-to-month,Credit card (automatic),Yes,Yes,No,No,No internet service,No,No,No,Yes,No,0,10,9,Small (10-50),Finance,No
5353-XXXXX,Female,0,Yes,No,54,38.21,2063.34,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No internet service,No,No,No,No,No,0,8,7,Small (10-50),Other,No
5354-XXXXX,Female,0,Yes,Yes,9,24.47,220.23,One year,Electronic check,Yes,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,2,7,5,Large (251-1000),Education,No
5355-XXXXX,Female,0,Yes,Yes,47,18.6,874.2,Month-to-month,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,1,4,4,Large (251-1000),Other,No
5356-XXXXX,Female,0,Yes,Yes,41,71.18,2918.38,Month-to-month,Mailed check,No,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,1,1,7,Medium (51-250),Manufacturing,No
5357-XXXXX,Male,0,No,No,53,43.38,2299.14,Month-to-month,Mailed check,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,2,13,4,Small (10-50),Other,No
5358-XXXXX,Male,0,Yes,No,11,74.69,821.59,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No internet service,No,No,No,No,0,0,8,Small (10-50),Other,No
5359-XXXXX,Female,0,No,Yes,25,106.79,2669.75,One year,Credit card (automatic),No,Yes,No,Fiber optic,No,No,No,No internet service,No,No,0,8,7,Small (10-50),Real Estate,No
5360-XXXXX,Female,0,Yes,Yes,0,47.76,0.0,One year,Mailed check,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,2,12,5,Medium (51-250),Education,No
5361-XXXXX,Male,1,Yes,Yes,64,36.7,2348.8,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,2,1,5,Small (10-50),Media,No
5362-XXXXX,Male,0,No,No,72,18.41,1325.52,Two year,Mailed check,Yes,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,0,8,9,Small (10-50),Consulting,No
5363-XXXXX,Female,0,No,Yes,32,116.88,3740.16,Month-to-month,Electronic check,Yes,Yes,No,No,No internet service,No,Yes,No,No internet service,No,0,2,8,Enterprise (1000+),Real Estate,Yes
5364-XXXXX,Female,0,No,No,38,70.19,2667.22,Two year,Bank transfer (automatic),No,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,1,8,7,Medium (51-250),Finance,No
5365-XXXXX,Female,0,Yes,No,9,98.86,889.74,Month-to-month,Electronic check,No,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,2,12,7,Small (10-50),Real Estate,Yes
5366-XXXXX,Male,0,No,No,63,104.49,6582.87,One year,Electronic check,No,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,2,0,5,Small (10-50),Real Estate,Yes
5367-XXXXX,Female,0,Yes,No,56,118.27,6623.12,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,3,2,7,Micro (<10),Technology,No
5368-XXXXX,Female,0,No,No,8,104.64,837.12,One year,Credit card (automatic),No,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,1,4,4,Enterprise (1000+),Education,Yes
5369-XXXXX,Male,1,No,No,38,47.8,1816.4,One year,Bank transfer (automatic),Yes,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,2,13,9,Small (10-50),Real Estate,No
5370-XXXXX,Male,1,Yes,No,12,74.97,899.64,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,1,13,5,Small (10-50),Education,No
5371-XXXXX,Female,0,No,No,43,115.0,4945.0,Month-to-month,Bank transfer (automatic),Yes,Yes,No,DSL,No,No,No,No,No,No,1,2,6,Micro (<10),Media,Yes
5372-XXXXX,Male,1,No,No,47,81.9,3849.3,One year,Bank transfer (automatic),Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,1,7,6,Medium (51-250),Manufacturing,No
5373-XXXXX,Female,1,Yes,No,28,95.54,2675.12,Month-to-month,Mailed check,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,1,1,7,Enterprise (1000+),Manufacturing,No
5374-XXXXX,Female,0,Yes,Yes,32,109.37,3499.84,One year,Mailed check,Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,3,3,8,Medium (51-250),Real Estate,No
5375-XXXXX,Female,0,No,No,51,79.92,4075.92,Month-to-month,Mailed check,Yes,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No,2,2,9,Enterprise (1000+),Finance,No
5376-XXXXX,Male,0,Yes,No,11,87.84,966.24,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,2,3,8,Large (251-1000),Retail,No
5377-XXXXX,Female,0,Yes,No,2,77.37,154.74,One year,Mailed check,Yes,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,0,2,6,Enterprise (1000+),Finance,No
5378-XXXXX,Male,0,Yes,No,30,52.28,1568.4,Month-to-month,Electronic check,No,Yes,No phone service,DSL,No,No,No,No internet service,No,No,2,11,7,Micro (<10),Retail,No
5379-XXXXX,Female,0,No,No,35,43.25,1513.75,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,3,9,7,Small (10-50),Media,No
5380-XXXXX,Male,0,Yes,No,20,81.92,1638.4,Month-to-month,Credit card (automatic),Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,1,14,6,Large (251-1000),Real Estate,No
5381-XXXXX,Female,0,No,No,31,116.85,3622.35,Two year,Mailed check,No,Yes,No,No,No internet service,Yes,No,No,No,Yes,1,6,7,Small (10-50),Finance,Yes
5382-XXXXX,Female,0,No,No,7,110.32,772.24,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,1,9,5,Medium (51-250),Real Estate,Yes
5383-XXXXX,Male,0,Yes,No,54,39.34,2124.36,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0,6,7,Micro (<10),Finance,No
5384-XXXXX,Male,1,Yes,No,55,102.95,5662.25,One year,Credit card (automatic),No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,1,24,6,Small (10-50),Manufacturing,Yes
5385-XXXXX,Female,1,No,No,19,20.37,387.03,Month-to-month,Credit card (automatic),No,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,1,9,9,Medium (51-250),Consulting,Yes
5386-XXXXX,Male,0,Yes,Yes,47,77.49,3642.03,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,3,11,9,Small (10-50),Manufacturing,No
5387-XXXXX,Male,0,Yes,No,17,111.75,1899.75,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,1,17,5,Medium (51-250),Manufacturing,No
5388-XXXXX,Male,1,Yes,Yes,28,114.66,3210.48,Month-to-month,Electronic check,No,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,3,9,7,Micro (<10),Finance,Yes
5389-XXXXX,Female,0,No,No,23,78.86,1813.78,Two year,Credit card (automatic),No,Yes,No,No,No internet service,No,No,No internet service,No,No internet service,0,19,7,Medium (51-250),Real Estate,No
5390-XXXXX,Female,1,No,No,70,81.65,5715.5,One year,Bank transfer (automatic),Yes,Yes,No,DSL,No internet service,No,No,No,No,No,0,6,10,Medium (51-250),Manufacturing,No
5391-XXXXX,Male,0,No,No,35,57.44,2010.4,Two year,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,0,24,7,Micro (<10),Education,Yes
5392-XXXXX,Female,0,Yes,No,46,90.98,4185.08,Two year,Electronic check,Yes,Yes,Yes,DSL,No,No,No,No internet service,No,No,1,6,5,Small (10-50),Technology,No
5393-XXXXX,Male,0,Yes,No,15,42.94,644.1,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,0,8,6,Micro (<10),Education,Yes
